packet_count,avg_packet_size,std_packet_size,min_packet_size,max_packet_size,flow_duration,avg_time_diff,packet_rate,burst_rate,size_variation,max_time_diff,min_time_diff,time_variation,idle_time,label
50,66.8,89.60000000000002,54,694,0.21001410484313965,0.0042860021396559115,238.07811365446793,0.7142857142857143,1.3413173451898606,0.011472463607788086,0.0009999275207519531,0.002447805073927983,0.011472463607788086,0
50,1334.0,0.0,1334,1334,0.031308650970458984,0.0006389520606216119,1596.9516890231569,1.0,0.0,0.0026731491088867188,0.0,0.0006573224959404623,0.0026731491088867188,0
50,1334.0,0.0,1334,1334,0.03316664695739746,0.0006768703460693359,1507.4931322147463,1.0,0.0,0.003999948501586914,0.0,0.0007682711761870519,0.003999948501586914,0
50,1334.0,0.0,1334,1334,0.028273344039916992,0.0005770070212227958,1768.3876212799591,1.0,0.0,0.0014715194702148438,0.0,0.0005586235078974069,0.0014715194702148438,0
50,1334.0,0.0,1334,1334,0.028353452682495117,0.0005786418914794922,1763.391470111781,1.0,0.0,0.0020792484283447266,0.0,0.00062049699785695,0.0020792484283447266,0
50,1334.0,0.0,1334,1334,0.03350973129272461,0.0006838720671984614,1492.0593514727418,1.0,0.0,0.0034868717193603516,0.0,0.0006969784361789982,0.0034868717193603516,0
50,1334.0,0.0,1334,1334,0.025221824645996094,0.00051473111522441,1982.3315073451565,1.0,0.0,0.0014863014221191406,0.0,0.0005815165715191082,0.0014863014221191406,0
50,54.24,1.6800000000000002,54,66,0.21929144859313965,0.004475335685574278,228.00602720601023,0.7346938775510204,0.030973450756389187,0.01769852638244629,0.0,0.0033058814914669215,0.01769852638244629,0
50,1309.52,171.36,110,1334,0.0437312126159668,0.0008924737268564653,1143.3219818780633,1.0,0.13085710784802285,0.002378225326538086,0.0,0.00065868683277194,0.002378225326538086,0
50,1311.68,156.24,218,1334,0.05009746551513672,0.0010223972554109534,998.0345602579989,1.0,0.1191144180599579,0.0030558109283447266,0.0,0.0008474635461693922,0.0030558109283447266,0
50,1334.0,0.0,1334,1334,0.07158684730529785,0.0014609560674550583,698.4425692641236,0.9591836734693877,0.0,0.007009744644165039,0.0,0.0013541152562720833,0.007009744644165039,0
50,1334.0,0.0,1334,1334,0.03608822822570801,0.0007364944535858777,1385.4549531314917,1.0,0.0,0.002009868621826172,0.0,0.0006611593379272676,0.002009868621826172,0
50,1219.58,340.82999222486274,66,1334,0.03709554672241211,0.0007570519739267778,1347.8343516484833,0.9795918367346939,0.2794650551381604,0.0077667236328125,0.0,0.0011652405267931153,0.0077667236328125,0
50,79.74,124.88823963848637,54,695,0.23479390144348145,0.004791712274356764,212.95181323192287,0.673469387755102,1.5661931034900085,0.02201104164123535,0.0,0.004547882891169694,0.02201104164123535,0
50,1323.04,76.72000000000001,786,1334,0.03253674507141113,0.0006640152055390027,1536.6768622184532,1.0,0.05798766472821105,0.003129243850708008,0.0,0.0006947435974240917,0.003129243850708008,0
50,1334.0,0.0,1334,1334,0.038762569427490234,0.0007910728454589844,1289.8708952365246,1.0,0.0,0.00400090217590332,0.0,0.0007870693673250777,0.00400090217590332,0
50,1334.0,0.0,1334,1334,0.021682262420654297,0.00044249515144192443,2305.9260654601826,1.0,0.0,0.0014431476593017578,0.0,0.0005634885901097122,0.0014431476593017578,0
50,489.7,567.0047707030338,54,1354,1.466205358505249,0.029922558336841817,34.10161176150772,0.6530612244897959,1.1578614856956757,0.45234227180480957,0.0,0.08647802715898363,0.45234227180480957,0
50,1334.0,0.0,1334,1334,0.03413701057434082,0.000696673685190629,1464.6430520934205,1.0,0.0,0.004326820373535156,0.0,0.0007710805298085634,0.004326820373535156,0
50,1334.0,0.0,1334,1334,0.03228187561035156,0.0006588137879663585,1548.808743170556,1.0,0.0,0.0014810562133789062,0.0,0.0005442981119687688,0.0014810562133789062,0
50,1334.0,0.0,1334,1334,0.02370738983154297,0.0004838242822763871,2108.9580673874866,1.0,0.0,0.0014035701751708984,0.0,0.00054230504278681,0.0014035701751708984,0
50,1325.08,62.44,888,1334,0.024950742721557617,0.0005091988310521962,2003.868048735585,1.0,0.047121683183565,0.0019989013671875,0.0,0.0005871408513888124,0.0019989013671875,0
50,1334.0,0.0,1334,1334,0.036812782287597656,0.0007512812711754624,1358.1869857703998,1.0,0.0,0.0029985904693603516,0.0,0.0006545488690428656,0.0029985904693603516,0
50,66.84,89.88,54,696,0.22376608848571777,0.004566654867055465,223.44662183505736,0.6530612244897959,1.3447037500792376,0.012607336044311523,0.0009949207305908203,0.002696134176055227,0.012607336044311523,0
50,1334.0,0.0,1334,1334,0.03268885612487793,0.0006671195127526109,1529.526462551438,1.0,0.0,0.0023987293243408203,0.0,0.0005952730752136995,0.0023987293243408203,0
50,1334.0,0.0,1334,1334,0.019551515579223633,0.0003990105220249721,2557.215709528939,1.0,0.0,0.0013256072998046875,0.0,0.0005039281375510433,0.0013256072998046875,0
50,1334.0,0.0,1334,1334,0.024486303329467773,0.0004997204761115872,2041.8744901089417,1.0,0.0,0.004000186920166016,0.0,0.0007123047382602373,0.004000186920166016,0
50,1334.0,0.0,1334,1334,0.021995067596435547,0.00044887893053950097,2273.1335853915302,1.0,0.0,0.0019991397857666016,0.0,0.0005367196973829746,0.0019991397857666016,0
50,1334.0,0.0,1334,1334,0.018000125885009766,0.00036734950785734217,2777.6040409581788,1.0,0.0,0.001001596450805664,0.0,0.00048208570520894765,0.001001596450805664,0
50,1334.0,0.0,1334,1334,0.01905369758605957,0.00038885097114407287,2624.0248513091087,1.0,0.0,0.0013015270233154297,0.0,0.0004964880359163482,0.0013015270233154297,0
50,1334.0,0.0,1334,1334,0.0172579288482666,0.00035220262955646124,2897.05116925734,1.0,0.0,0.0011200904846191406,0.0,0.0004728007910868054,0.0011200904846191406,0
